2rfb_1_10,2rfb_1_3,2rfb_1_4,2rfb_1_5,2rfb_1_6,2rfb_1_7,2rfb_1_8,2rfb_1_9,2rfb_2_10,2rfb_2_3,2rfb_2_4,2rfb_2_5,2rfb_2_6,2rfb_2_7,2rfb_2_8,2rfb_2_9,2rfb_3_10,2rfb_3_3,2rfb_3_4,2rfb_3_5,2rfb_3_6,2rfb_3_9,3s79_1_10,3s79_1_3,3s79_1_4,3s79_1_5,3s79_1_6,3s79_1_7,3s79_1_8,3s79_1_9,3s79_2_10,3s79_2_3,3s79_2_4,3s79_2_5,3s79_2_6,3s79_2_7,3s79_2_8,3s79_2_9,3s79_3_10,3s79_3_3,3s79_3_4,3s79_3_5,3s79_3_6,3s79_3_7,3s79_3_8,3s79_3_9,4e2p_1_10,4e2p_1_11,4e2p_1_3,4e2p_1_4,4e2p_1_5,4e2p_1_6,4e2p_1_7,4e2p_1_8,4e2p_1_9,4e2p_3_10,4e2p_3_3,4e2p_3_4,4e2p_3_5,4e2p_3_6,4e2p_3_7,4e2p_3_8,4e2p_3_9,4ubs_1_10,4ubs_1_11,4ubs_1_4,4ubs_1_5,4ubs_1_6,4ubs_1_7,4ubs_1_8,4ubs_1_9,4ubs_2_11,4ubs_2_12,4ubs_2_3,4ubs_2_4,4ubs_2_5,4ubs_2_6,4ubs_2_7,4ubs_2_8,4ubs_2_9,4ubs_3_10,4ubs_3_3,4ubs_3_4,4ubs_3_5,4ubs_3_6,4ubs_3_7,4ubs_3_8,4ubs_3_9,6a17_1_10,6a17_1_11,6a17_1_12,6a17_1_3,6a17_1_4,6a17_1_5,6a17_1_6,6a17_1_7,6a17_1_8,6a17_1_9,6a17_2_10,6a17_2_3,6a17_2_4,6a17_2_5,6a17_2_6,6a17_2_7,6a17_2_8,6a17_2_9,6a17_3_10,6a17_3_3,6a17_3_4,6a17_3_5,6a17_3_6,6a17_3_7,6a17_3_8,6a17_3_9
0.1117428,0.139201886,0.08204847,0.085844021,0.114935787,0.10391155,0.158623441,0.101609021,0.051669844,0.037645099,0,0.023636143,0.037880286,0.024913861,0.037709321,0.032639119,0.064428912,0.068284825,0.064166293,0.1150483,0.081906568,0.093670974,0.078223477,0.060946014,0.071575325,0.069758878,0.065323645,0.069767021,0.063819917,0.049346354,0.114972162,0.04992701,0.065660955,0.081057729,0.086389425,0.121175249,0.127224604,0.081097584,0.068754695,0.050333731,0.050286627,0.08314023,0.068529693,0.08315969,0.060185091,0.066992436,0.046972406,0.059677352,0.052542368,0.081428491,0.045417382,0.062084569,0.060821008,0.054516981,0.044787675,0.060165402,0.079132261,0.075639474,0.064520739,0.058879932,0.058884178,0.083738489,0.075645942,0.06709495,0.054356,0.057006859,0.032785591,0.095041426,0.06661138,0.049322221,0.046376188,0.05103921,0.057916639,0.061899281,0.037497759,0.050505448,0.039293568,0.042498794,0.085326423,0.059088977,0.072499353,0.043173599,0.050046464,0.046252614,0.087594932,0.056786073,0.082203091,0.065554053,0.094647747,0.110522087,0.140688409,0.085147214,0.062375171,0.08556062,0.107727169,0.078421488,0.084513539,0.105230535,0.081449322,0.0594104,0.050381663,0.075448439,0.059275678,0.06653989,0.076024876,0.071019508,0.056662362,0.115097878,0.08442458,0.0603083,0.109833572,0.074919792,0.063624178,0.075857238
0.111719072,0.147197623,0.082920639,0.082886127,0.120234375,0.108106115,0.181143166,0.12291261,0.062043747,0.049368759,0.023636143,0,0.03478639,0.037056285,0.048536766,0.043875301,0.067178114,0.074375954,0.068096347,0.128594262,0.087200269,0.093945941,0.089775391,0.060298745,0.085654061,0.08236573,0.078676428,0.086370994,0.072859613,0.053231859,0.135212195,0.054871026,0.064768517,0.091700426,0.098572956,0.147898286,0.156031294,0.082812865,0.058836852,0.050448762,0.051904852,0.077306701,0.072116285,0.088144103,0.059466805,0.057994897,0.042778548,0.059244047,0.045758655,0.071465831,0.050482346,0.06109978,0.0591837,0.044964441,0.045588219,0.058936822,0.073782806,0.076359919,0.072167393,0.06757456,0.062114494,0.085327712,0.072537653,0.077165352,0.07461848,0.059830261,0.037496589,0.097480398,0.050741178,0.035840755,0.036370502,0.038388131,0.042099128,0.055569086,0.035569776,0.055943969,0.037904908,0.047237068,0.088916266,0.051190331,0.073217174,0.048516086,0.047773988,0.054662626,0.094508014,0.063866285,0.073872934,0.059047445,0.117245055,0.129626005,0.163544505,0.099877408,0.080101547,0.087428369,0.118853057,0.09528838,0.098610199,0.122266798,0.102599405,0.063281689,0.061729062,0.078706189,0.064201592,0.074473603,0.087169222,0.081365227,0.055635962,0.134459623,0.088672995,0.067174232,0.129241171,0.082402073,0.075083071,0.088086688
0.070677173,0.102230495,0.055994105,0.052148072,0.070894579,0.068672338,0.122760338,0.081060794,0.04518898,0.041009576,0.037880286,0.03478639,0,0.036546753,0.030093845,0.029665356,0.039541396,0.039091332,0.045585121,0.093178691,0.056314586,0.060087093,0.063290647,0.051923174,0.052054285,0.058629831,0.05439143,0.060464583,0.056269392,0.041292042,0.093087265,0.035608785,0.035230865,0.05280791,0.062250975,0.099065338,0.106295771,0.056186395,0.050267308,0.047186918,0.053066345,0.082124543,0.046184126,0.068326085,0.05341412,0.060451004,0.038100339,0.032896749,0.03480051,0.041865461,0.033674025,0.038342193,0.042155885,0.039770871,0.038016331,0.032465261,0.044064392,0.03959021,0.040195601,0.051163223,0.041584886,0.051526659,0.044682643,0.070991645,0.052000775,0.037175375,0.026228151,0.093635279,0.06373329,0.033523245,0.038168948,0.04151684,0.04199754,0.048746053,0.049671212,0.044395654,0.026623841,0.038891132,0.067546161,0.049050623,0.042034304,0.036270254,0.022636394,0.038227349,0.057705936,0.037248093,0.051865992,0.046746867,0.076543358,0.082261768,0.110362619,0.063758081,0.048481705,0.054350375,0.067820178,0.054572766,0.064726544,0.074989409,0.057355907,0.039828785,0.039471293,0.043765875,0.040198851,0.041323809,0.054070007,0.047296596,0.043367557,0.091837226,0.05036203,0.046799847,0.090979652,0.046773427,0.053413704,0.052157242
0.119612262,0.135114874,0.080623422,0.083908412,0.118457213,0.10501139,0.142983644,0.086774548,0.042915567,0.030388304,0.024913861,0.037056285,0.036546753,0,0.021030751,0.021523446,0.061225987,0.072411746,0.079154316,0.11298649,0.083300772,0.089372105,0.05240998,0.05177618,0.067981157,0.047859632,0.048404483,0.048822956,0.044957172,0.03807604,0.099235705,0.041113232,0.075695875,0.070073214,0.07420851,0.106002916,0.115975554,0.068192616,0.060753529,0.05252722,0.052105438,0.070355916,0.057984237,0.062376646,0.059568136,0.067833998,0.048018327,0.059249611,0.060371328,0.085771956,0.040863595,0.063875415,0.061742228,0.060383861,0.041474116,0.063479472,0.088397106,0.073650405,0.058583638,0.038977462,0.050232184,0.081189195,0.077244511,0.060264532,0.050209478,0.056907757,0.042714321,0.084186162,0.061042658,0.057404225,0.054800248,0.076893732,0.067893328,0.07085986,0.05167667,0.051861766,0.049558154,0.055890707,0.08226349,0.074208558,0.078861297,0.051234681,0.050196425,0.048628574,0.095698399,0.053816072,0.085622495,0.071787412,0.065439434,0.082252627,0.1129747,0.077008836,0.047841237,0.079473805,0.106235263,0.064352365,0.064627763,0.090246909,0.074798522,0.056889363,0.045790223,0.079064192,0.063121455,0.071652574,0.077622286,0.0662274,0.056044649,0.11452326,0.08862432,0.068205452,0.102485846,0.07969326,0.043930995,0.059617683
0.082282211,0.097941697,0.054126219,0.063535554,0.079195774,0.073820497,0.102201866,0.059663577,0.025829384,0.020532844,0.037709321,0.048536766,0.030093845,0.021030751,0,0.017557228,0.044500428,0.046214159,0.05581828,0.084870323,0.053613247,0.065046513,0.037407529,0.048066671,0.044335797,0.038225415,0.041288331,0.045576177,0.037803932,0.038447447,0.068803327,0.03358713,0.058729643,0.047352026,0.042836898,0.081095095,0.092070313,0.039211741,0.057804424,0.055491592,0.055154934,0.072543506,0.034598801,0.049254296,0.054463842,0.0666074,0.046029451,0.036124092,0.059507693,0.066688275,0.032721369,0.047573937,0.049824241,0.057618503,0.032835207,0.04701555,0.067239158,0.051496718,0.044732254,0.04207845,0.037688118,0.056605764,0.051740917,0.068385191,0.03827222,0.051552531,0.046721245,0.093355537,0.077420881,0.053053278,0.048564187,0.079619738,0.054353252,0.059955794,0.064610227,0.044054762,0.042609149,0.040115053,0.074229966,0.085577649,0.062780067,0.049805744,0.036703595,0.034149799,0.064963207,0.040533428,0.07190968,0.066163913,0.051741973,0.061517031,0.086735929,0.046189712,0.029869318,0.052476076,0.071225904,0.039947899,0.050057162,0.055356918,0.044611083,0.038895284,0.026355361,0.050746765,0.035351555,0.042421291,0.047241078,0.039362695,0.048160401,0.076835009,0.056288568,0.053242334,0.07056491,0.052008161,0.032895446,0.040727291
0.081702338,0.093807439,0.055911251,0.05568897,0.073863688,0.065308663,0.099389156,0.057280595,0.03374155,0.020775078,0.032639119,0.043875301,0.029665356,0.021523446,0.017557228,0,0.03867663,0.047828054,0.052250376,0.074911802,0.048041811,0.054751016,0.039711783,0.0421234,0.039811515,0.039070864,0.03575111,0.037307643,0.036698195,0.036748443,0.066382537,0.029468337,0.052003622,0.041324524,0.05087116,0.068115527,0.079039586,0.05407361,0.055132258,0.051380183,0.056154247,0.078729182,0.038481409,0.057510512,0.058173209,0.065719544,0.046366168,0.037635462,0.055766888,0.065336963,0.031793984,0.046548443,0.04733731,0.058507399,0.037489638,0.04587054,0.062873828,0.045154587,0.033792927,0.028905014,0.032717926,0.055560013,0.050760459,0.051735253,0.033304324,0.048252712,0.034670001,0.075709548,0.065425429,0.046689203,0.048756225,0.069211162,0.049460406,0.056930218,0.050902532,0.037707294,0.041660891,0.044004951,0.056871433,0.062890957,0.050207372,0.034703289,0.032025906,0.031255284,0.051929083,0.028462044,0.055154124,0.046885672,0.052346708,0.061990681,0.085418742,0.049050852,0.029077501,0.048420524,0.067600494,0.047967392,0.04379402,0.05712187,0.042173331,0.042064303,0.02953322,0.054845373,0.037137733,0.044593021,0.042275761,0.043631973,0.048309885,0.073807735,0.055114344,0.048552285,0.067674794,0.050529193,0.030597659,0.040614127
0.057894314,0.063261872,0.034128468,0.023985815,0.048852322,0.047024843,0.096779683,0.063064439,0.041611227,0.043021323,0.064428912,0.067178114,0.039541396,0.061225987,0.044500428,0.03867663,0,0.035247357,0.035255651,0.048316822,0.032363096,0.0194364,0.052708995,0.032793101,0.028748941,0.050521997,0.058745364,0.04651647,0.04296286,0.038852067,0.077443181,0.044420209,0.03867646,0.046456057,0.052185294,0.085408891,0.099382543,0.058864864,0.03989618,0.049606699,0.050463849,0.060764788,0.024014715,0.050568228,0.042807811,0.047105518,0.035321506,0.018739066,0.040654186,0.036641553,0.025944784,0.023396234,0.022543224,0.042363912,0.030929664,0.02948445,0.028901414,0.022831931,0.021917369,0.038560496,0.024076384,0.021597316,0.024722234,0.058762735,0.041490382,0.036904105,0.03845674,0.072713974,0.068725025,0.042541473,0.05108358,0.071669778,0.043532309,0.046048578,0.078898908,0.055139043,0.056781308,0.049740356,0.049636933,0.069131149,0.029326674,0.051338028,0.031149077,0.032867043,0.044445241,0.026609533,0.04555737,0.038962782,0.063305577,0.066755752,0.0820721,0.037707425,0.034024301,0.027299506,0.039145018,0.051540915,0.050539095,0.048949389,0.044501553,0.027127367,0.034260465,0.026495216,0.030807238,0.037195444,0.036309427,0.032856396,0.030231383,0.053650948,0.025598558,0.022984921,0.049389826,0.025422483,0.03293988,0.028852293
0.051683488,0.079610225,0.052103879,0.045916646,0.041143404,0.056854417,0.096986685,0.070813308,0.050359561,0.049666162,0.068284825,0.074375954,0.039091332,0.072411746,0.046214159,0.047828054,0.035247357,0,0.021567815,0.07356518,0.045686813,0.0458418,0.077132513,0.061074569,0.050398836,0.079369376,0.075485681,0.076303187,0.075191136,0.069846455,0.092956838,0.052823122,0.040840184,0.058971835,0.051190547,0.099772472,0.10581774,0.063353671,0.061558299,0.068532125,0.07241558,0.095740043,0.041349688,0.085345014,0.059119862,0.07590537,0.05496581,0.030471664,0.053332702,0.044370746,0.045011548,0.032224828,0.040226665,0.049618544,0.043496024,0.026314135,0.038652073,0.033948368,0.042286853,0.069375446,0.045725769,0.041592021,0.029237697,0.093540487,0.056622776,0.046323839,0.049808849,0.112240815,0.098990968,0.052591408,0.06084283,0.067266331,0.050582418,0.052220903,0.084264681,0.059399316,0.044686496,0.03622415,0.086888296,0.080700127,0.047273491,0.058181222,0.03001288,0.042909727,0.045723697,0.046301258,0.066570131,0.068541016,0.086699858,0.093153233,0.108401953,0.059150766,0.051795679,0.042474712,0.048866558,0.055628441,0.082673855,0.06347929,0.040933973,0.041107333,0.041572036,0.02557774,0.033406326,0.035882163,0.040143716,0.029532538,0.049652462,0.069112111,0.028119456,0.046131814,0.066863207,0.030383035,0.065013199,0.058018749
0.042364866,0.072156303,0.052676982,0.052148686,0.041924445,0.055723111,0.099234503,0.068961203,0.055349493,0.050042369,0.064166293,0.068096347,0.045585121,0.079154316,0.05581828,0.052250376,0.035255651,0.021567815,0,0.072542326,0.042163776,0.037421762,0.083638584,0.066591614,0.055478087,0.081964104,0.081134625,0.086673269,0.084879696,0.078752495,0.09665259,0.064730897,0.036149692,0.059381449,0.056895371,0.110816796,0.112389342,0.066440913,0.064088885,0.054461849,0.064225747,0.099332873,0.048077836,0.087748955,0.060557132,0.069351611,0.056852086,0.02770239,0.04942068,0.044495214,0.046090933,0.035956165,0.038000751,0.053038084,0.048886968,0.02842102,0.039308423,0.034357227,0.036683269,0.065441843,0.044757686,0.042380685,0.031816647,0.089295044,0.059120501,0.063353812,0.05601733,0.106634921,0.094629885,0.051661553,0.058328647,0.062970705,0.047065193,0.043624487,0.078405927,0.057265997,0.045759071,0.039405313,0.085528348,0.067463708,0.046619356,0.052337383,0.029955242,0.045728297,0.044693655,0.04607962,0.054076364,0.057648265,0.093382298,0.102411291,0.118312484,0.060951961,0.057876122,0.045031515,0.051411732,0.061816962,0.083196213,0.066170848,0.047946663,0.050753776,0.043149309,0.027833456,0.036735751,0.034808915,0.03628087,0.041476395,0.048800677,0.062826981,0.031700198,0.042135246,0.06405559,0.03175895,0.07185149,0.067808296
0.063097666,0.029237559,0.042879561,0.055879343,0.038275239,0.03746153,0.064479634,0.066724283,0.095112152,0.091234585,0.1150483,0.128594262,0.093178691,0.11298649,0.084870323,0.074911802,0.048316822,0.07356518,0.072542326,0,0.027698224,0.036740262,0.084135037,0.085817547,0.030648898,0.070227329,0.069579213,0.07043408,0.076706433,0.085577623,0.05534817,0.069488633,0.069140729,0.051768717,0.056032462,0.060445153,0.071482065,0.070439675,0.1129581,0.130772076,0.124399682,0.13970733,0.069117985,0.088957542,0.119254339,0.122460374,0.105650625,0.053813363,0.120547537,0.091632533,0.079506277,0.06585151,0.070112104,0.121977704,0.088240619,0.088920335,0.071969547,0.057402735,0.064815564,0.089255611,0.083522676,0.042626936,0.069858379,0.08916356,0.058290956,0.09714736,0.087827373,0.123270383,0.133508426,0.092583637,0.080700209,0.118819177,0.067675546,0.090602955,0.115212823,0.073408752,0.097712288,0.089402413,0.060586498,0.123623695,0.0478776,0.093001072,0.076580746,0.07964396,0.040591787,0.053569042,0.062498782,0.064849209,0.06667276,0.058210036,0.064172192,0.041670559,0.060356494,0.03613331,0.032467689,0.068757078,0.051132923,0.044127517,0.053177062,0.069427683,0.065916389,0.067749339,0.052190279,0.062252485,0.045170555,0.067848971,0.092710765,0.03155691,0.052382249,0.051432104,0.032059345,0.052362787,0.058197382,0.049731649
0.036848573,0.030389838,0.033087155,0.045934652,0.028821853,0.027282161,0.056333513,0.044363127,0.062847385,0.055138682,0.081906568,0.087200269,0.056314586,0.083300772,0.053613247,0.048041811,0.032363096,0.045686813,0.042163776,0.027698224,0,0.023401986,0.066975958,0.061929921,0.027210194,0.057541475,0.051966939,0.059660485,0.064795374,0.067213273,0.049800098,0.046429732,0.042444597,0.026994176,0.036728941,0.055125539,0.061707433,0.054819229,0.08698857,0.094295869,0.095472769,0.121608307,0.048102159,0.070604729,0.091865198,0.096630027,0.078297791,0.034400498,0.083520875,0.058757759,0.051680816,0.046414479,0.049367575,0.088527021,0.064424305,0.055528433,0.046537331,0.031010392,0.03826138,0.066626984,0.052049028,0.034936102,0.042797109,0.081172137,0.043011201,0.071933596,0.062552006,0.108254049,0.107710589,0.062738089,0.055380645,0.087149071,0.045322436,0.06632737,0.085361409,0.049378893,0.064916169,0.067986623,0.055685714,0.095443286,0.03629224,0.066840804,0.044562329,0.055352839,0.028561416,0.037403388,0.053985962,0.051151103,0.056685562,0.05477265,0.069296065,0.028468169,0.03718533,0.022388029,0.025450132,0.048071214,0.042176351,0.03466804,0.028632452,0.045682701,0.039145968,0.040532811,0.03054141,0.031581051,0.026395175,0.042269549,0.075245044,0.035192173,0.027946579,0.036862305,0.034319024,0.033363456,0.048360442,0.045053493
0.041610475,0.042508113,0.037751807,0.03374861,0.035240446,0.037287111,0.077611913,0.059212611,0.064797949,0.060742542,0.093670974,0.093945941,0.060087093,0.089372105,0.065046513,0.054751016,0.0194364,0.0458418,0.037421762,0.036740262,0.023401986,0,0.0710625,0.061004418,0.038648609,0.065985003,0.069856265,0.064857278,0.068143521,0.067634899,0.071530166,0.061959207,0.043009065,0.045006477,0.050459584,0.078442084,0.086614453,0.067466462,0.073419069,0.077720925,0.084508819,0.101830344,0.045606036,0.07374027,0.080746204,0.084342819,0.070075207,0.025698302,0.065788094,0.043197175,0.047705093,0.037182836,0.037854517,0.076098467,0.061092458,0.045887873,0.036114711,0.02381699,0.029324303,0.060442294,0.044092366,0.028380625,0.034462394,0.079657101,0.055933708,0.06751964,0.064176919,0.097713683,0.097266245,0.060927085,0.062520384,0.089866725,0.049921076,0.06100952,0.094240115,0.061721375,0.073038996,0.07168879,0.05458031,0.083638429,0.034004022,0.062608428,0.041602739,0.05367429,0.035542754,0.035920646,0.044149436,0.044056331,0.070878989,0.068772566,0.080989681,0.043528973,0.048434687,0.026516188,0.030778227,0.0625522,0.054336708,0.047675768,0.044191719,0.047800537,0.045785002,0.038903284,0.039091783,0.041699915,0.036204395,0.050151778,0.05898449,0.045168319,0.027401808,0.032899037,0.046904567,0.030818961,0.053555559,0.046350199
0.105582496,0.091340393,0.0617532,0.072686644,0.08926038,0.076961246,0.081124016,0.046555649,0.051474017,0.033007518,0.078223477,0.089775391,0.063290647,0.05240998,0.037407529,0.039711783,0.052708995,0.077132513,0.083638584,0.084135037,0.066975958,0.0710625,0,0.038451658,0.04303769,0.023408557,0.030593619,0.025729267,0.025560909,0.045013183,0.057454055,0.041928577,0.073247003,0.042970731,0.045112856,0.067672322,0.083887561,0.045184367,0.069214994,0.078119167,0.079614145,0.084917889,0.042568599,0.041148724,0.071701565,0.079706938,0.07015413,0.058890064,0.087886292,0.095747055,0.044689514,0.072947905,0.065529082,0.091796334,0.058857698,0.06617212,0.092694409,0.059705127,0.04225441,0.028970985,0.043888192,0.068127359,0.069154008,0.06159785,0.03918728,0.074161782,0.074371282,0.078502994,0.08601698,0.079066766,0.088463878,0.130209519,0.088002919,0.095238929,0.111475936,0.076717283,0.085386878,0.081334174,0.082452199,0.117347667,0.079352184,0.078952449,0.059656368,0.050743371,0.079563964,0.047520026,0.080646982,0.075034426,0.031146283,0.042086423,0.053532786,0.042765063,0.023893341,0.051891895,0.064701938,0.040527949,0.032594285,0.043839567,0.045093236,0.054908292,0.034393634,0.073005785,0.053173018,0.053335294,0.054752977,0.04734973,0.058519018,0.077719857,0.077002227,0.073679843,0.063311004,0.074125234,0.027937068,0.035682629
0.101629336,0.101142388,0.048056551,0.040092382,0.082797855,0.077761339,0.131490018,0.085583196,0.044380994,0.039719446,0.060946014,0.060298745,0.051923174,0.05177618,0.048066671,0.0421234,0.032793101,0.061074569,0.066591614,0.085817547,0.061929921,0.061004418,0.038451658,0,0.043692066,0.046877237,0.050356733,0.038073705,0.031888372,0.029310725,0.10156391,0.046615312,0.063125638,0.067369441,0.07000215,0.113044372,0.133582663,0.070012174,0.026630249,0.046330449,0.047573163,0.04547176,0.034255337,0.051589931,0.032429873,0.034351399,0.031809311,0.046592788,0.048002298,0.062330936,0.026950801,0.040264421,0.033031815,0.04384074,0.029894126,0.04205674,0.059814683,0.045560633,0.035669843,0.025591213,0.023056564,0.045654571,0.042245067,0.050408412,0.047882454,0.041295862,0.050931561,0.053553825,0.043369737,0.045933,0.06925573,0.093570783,0.064023265,0.066523482,0.094732355,0.080124402,0.072352291,0.068754233,0.070888747,0.088829956,0.06480241,0.070645998,0.049969999,0.040305082,0.085775662,0.04755937,0.073819714,0.061141716,0.073101123,0.088699333,0.104517739,0.059712251,0.039947188,0.045659291,0.07359909,0.067030845,0.063911477,0.077557579,0.06763811,0.033660543,0.046477781,0.048385639,0.050110675,0.054090706,0.05915933,0.039613343,0.034064482,0.094666993,0.05860768,0.053583871,0.080514271,0.055169895,0.033445304,0.046015048
0.063224159,0.04593474,0.026243503,0.041639098,0.041589369,0.034176886,0.067980937,0.049576039,0.05623783,0.051983088,0.071575325,0.085654061,0.052054285,0.067981157,0.044335797,0.039811515,0.028748941,0.050398836,0.055478087,0.030648898,0.027210194,0.038648609,0.04303769,0.043692066,0,0.036463766,0.035706053,0.030977357,0.035551857,0.039042237,0.046731643,0.036732438,0.048818536,0.033756589,0.037517266,0.053902814,0.070188555,0.041809525,0.071123651,0.08465241,0.081091973,0.095082021,0.039387124,0.056140963,0.074424985,0.081447076,0.061910284,0.035157018,0.081802747,0.067615995,0.045254128,0.045249572,0.046730614,0.079487647,0.052174764,0.054097827,0.056394337,0.038975977,0.037324086,0.046275577,0.044342376,0.03343921,0.048089312,0.059763481,0.030383865,0.05364882,0.050245352,0.088755708,0.092888803,0.06077889,0.058255955,0.093076913,0.052248414,0.065813457,0.086911657,0.052196012,0.062742708,0.058025112,0.053593437,0.096236664,0.033950636,0.062893005,0.045489614,0.046366423,0.036259704,0.026763779,0.047757357,0.046343068,0.039096469,0.040277256,0.049164836,0.024348421,0.025630265,0.024595313,0.028861491,0.037020649,0.03078917,0.033084627,0.032922058,0.035114767,0.03463433,0.045395954,0.03138678,0.035142449,0.029987794,0.035697986,0.053740241,0.041343358,0.038860216,0.033639594,0.034798454,0.038781978,0.028900932,0.022500649
0.082800467,0.078234115,0.048639686,0.074418624,0.084128012,0.053532152,0.076880498,0.053686399,0.042286549,0.036551103,0.069758878,0.08236573,0.058629831,0.047859632,0.038225415,0.039070864,0.050521997,0.079369376,0.081964104,0.070227329,0.057541475,0.065985003,0.023408557,0.046877237,0.036463766,0,0.017631562,0.031541033,0.024380068,0.035701319,0.047402113,0.042156201,0.061988922,0.043104092,0.037095595,0.063985251,0.072884484,0.029206205,0.071938531,0.074597967,0.076608901,0.085204302,0.039364108,0.026432951,0.068794134,0.074156622,0.063554839,0.049712354,0.08474226,0.088066225,0.040666737,0.058552549,0.05184627,0.086958275,0.052133044,0.067808845,0.082054422,0.060246582,0.054338804,0.040706156,0.048300865,0.057579655,0.067848116,0.070232935,0.036481107,0.06960855,0.063093031,0.09345801,0.092059139,0.071163032,0.065643536,0.107658855,0.073745721,0.085066345,0.0901085,0.071979789,0.078249961,0.071586162,0.065565922,0.110872835,0.068871937,0.070413791,0.054439291,0.055416936,0.074465913,0.047015185,0.071928074,0.070800227,0.025026361,0.040542018,0.053977741,0.029868355,0.023837749,0.0411667,0.058027705,0.026989405,0.022379541,0.039217183,0.048568206,0.04513565,0.034593194,0.063177286,0.044677682,0.050177952,0.044225785,0.048950372,0.060795767,0.063618425,0.065800765,0.057356948,0.046266685,0.061634729,0.030673262,0.03392675
0.086470013,0.077526522,0.050663225,0.080952101,0.077276952,0.051001408,0.078016151,0.052915018,0.050780551,0.041654056,0.065323645,0.078676428,0.05439143,0.048404483,0.041288331,0.03575111,0.058745364,0.075485681,0.081134625,0.069579213,0.051966939,0.069856265,0.030593619,0.050356733,0.035706053,0.017631562,0,0.028217009,0.033787188,0.036818967,0.052590152,0.036993233,0.055604808,0.035527915,0.046836749,0.058315544,0.063935792,0.0355817,0.079358062,0.080208391,0.08428011,0.099886434,0.053221884,0.045078764,0.081658607,0.085658201,0.070755147,0.058728263,0.090120101,0.094555483,0.047330692,0.064849015,0.061305131,0.091726441,0.061409631,0.067696266,0.08691192,0.060657462,0.052947862,0.041217498,0.0550055,0.065210013,0.070920774,0.061762541,0.035311689,0.071732643,0.057669366,0.086292971,0.083689728,0.064248579,0.05636011,0.094500002,0.068312654,0.078669249,0.078287199,0.061302876,0.063912555,0.071387696,0.065052799,0.10515303,0.062430735,0.061904287,0.051107944,0.057422997,0.072231558,0.048833469,0.070393706,0.073510193,0.029134082,0.045319439,0.059082928,0.038384883,0.029076952,0.040093411,0.057133454,0.031332802,0.023521779,0.048689393,0.044803681,0.05560371,0.039241001,0.068787493,0.050863857,0.047280012,0.049257284,0.056165133,0.068462273,0.071742908,0.07179951,0.065824724,0.056828804,0.068958485,0.040282235,0.042971328
0.10708264,0.089317821,0.054030631,0.068834951,0.089248137,0.071988172,0.088740401,0.058190094,0.05984298,0.048191344,0.069767021,0.086370994,0.060464583,0.048822956,0.045576177,0.037307643,0.04651647,0.076303187,0.086673269,0.07043408,0.059660485,0.064857278,0.025729267,0.038073705,0.030977357,0.031541033,0.028217009,0,0.022220842,0.030398861,0.06634784,0.043337905,0.07616601,0.043669081,0.057016227,0.068104068,0.0896707,0.061927083,0.067564104,0.081915726,0.080012262,0.084476448,0.050809561,0.052045522,0.074378185,0.084356977,0.067421454,0.060636514,0.086067009,0.092138567,0.047900201,0.067772969,0.060155878,0.090972283,0.062461479,0.066841044,0.087424158,0.055371073,0.04102309,0.028203744,0.04705212,0.061160314,0.066265871,0.050585271,0.039283744,0.061127055,0.061532673,0.067768988,0.07346311,0.07420821,0.081636788,0.120598145,0.086435184,0.096616428,0.101723377,0.073078862,0.080469671,0.088366029,0.078708339,0.108782178,0.066164768,0.077586937,0.062888641,0.057302,0.076569811,0.041648874,0.076430753,0.066540932,0.030808598,0.039650133,0.053391115,0.046866856,0.026706864,0.050449151,0.06266992,0.050071877,0.03314751,0.054457245,0.050789387,0.051348992,0.042219228,0.074211174,0.05788373,0.056671873,0.058602894,0.051938194,0.057457393,0.08448392,0.077794993,0.058728465,0.066336829,0.077557567,0.030783023,0.032591311
0.10409208,0.098947058,0.046753945,0.061398915,0.093386692,0.072508284,0.112209008,0.075048213,0.038955902,0.040131361,0.063819917,0.072859613,0.056269392,0.044957172,0.037803932,0.036698195,0.04296286,0.075191136,0.084879696,0.076706433,0.064795374,0.068143521,0.025560909,0.031888372,0.035551857,0.024380068,0.033787188,0.022220842,0,0.018711891,0.07870988,0.051220427,0.077951482,0.057621828,0.05834321,0.092123845,0.110713518,0.049362309,0.050341327,0.070107068,0.067748202,0.061056249,0.034576784,0.032312306,0.049331925,0.060610733,0.049296044,0.04982704,0.075149587,0.079909315,0.036297959,0.051395287,0.042968691,0.068712059,0.038167273,0.058605456,0.076825602,0.059481284,0.053684983,0.035717148,0.034071238,0.048585222,0.055557483,0.068598489,0.048915902,0.049856526,0.060551422,0.082730935,0.075213226,0.070460228,0.074271392,0.10969969,0.079904305,0.091255362,0.097760613,0.083238913,0.083016499,0.07233367,0.080363571,0.109102531,0.073437438,0.08131701,0.062103204,0.049781459,0.0837851,0.045227495,0.084630512,0.073397425,0.042339921,0.052906203,0.074632858,0.041753204,0.024644284,0.045642124,0.070608774,0.04868011,0.040749684,0.056005953,0.061981577,0.033451289,0.033735953,0.059204007,0.048237296,0.053958845,0.053551647,0.040218409,0.042215614,0.080455255,0.069604984,0.054148349,0.065179312,0.067175305,0.027119956,0.025816792
