1dz9_orig,1jfb_orig,1nr6_orig,1po5_orig,1tqn_orig,1ued_orig,1z8o_orig,2ciw_orig,2d09_orig,2hi4_orig,2nnj_orig,2q9f_orig,2rfb_1_10,2rfb_1_3,2rfb_1_4,2rfb_1_5,2rfb_1_6,2rfb_1_7,2rfb_1_8,2rfb_1_9,2rfb_2_10,2rfb_2_3,2rfb_2_4,2rfb_2_5,2rfb_2_6,2rfb_2_7,2rfb_2_8,2rfb_2_9,2rfb_3_10,2rfb_3_3,2rfb_3_4,2rfb_3_5,2rfb_3_6,2rfb_3_9,2rfb_orig,2ve3_orig,2w0b_orig,2wm4_orig,2x5l_orig,2xkr_orig,2z3t_orig,2zqx_orig,3aba_orig,3abb_orig,3b4x_orig,3c6g_orig,3cv8_orig,3k9v_orig,3mgx_orig,3mzs_orig,3nc3_orig,3pm0_orig,3r9b_orig,3rwl_orig,3s79_1_10,3s79_1_3,3s79_1_4,3s79_1_5,3s79_1_6,3s79_1_7,3s79_1_8,3s79_1_9,3s79_2_10,3s79_2_3,3s79_2_4,3s79_2_5,3s79_2_6,3s79_2_7,3s79_2_8,3s79_2_9,3s79_3_10,3s79_3_3,3s79_3_4,3s79_3_5,3s79_3_6,3s79_3_7,3s79_3_8,3s79_3_9,3s79_orig,3swz_orig,3t3z_orig,3tbg_orig,3vm4_orig,3vrm_orig,3wsp_orig,3zkp_orig,4c28_orig,4e2p_1_10,4e2p_1_11,4e2p_1_3,4e2p_1_4,4e2p_1_5,4e2p_1_6,4e2p_1_7,4e2p_1_8,4e2p_1_9,4e2p_3_10,4e2p_3_3,4e2p_3_4,4e2p_3_5,4e2p_3_6,4e2p_3_7,4e2p_3_8,4e2p_3_9,4e2p_orig,4eji_orig,4ep6_orig,4g3j_orig,4ggv_orig,4i8v_orig,4i91_orig,4l0f_orig,4l6g_orig,4lxj_orig,4mm0_orig,4nz2_orig,4tt5_orig,4tvf_orig,4ubs_1_10,4ubs_1_11,4ubs_1_4,4ubs_1_5,4ubs_1_6,4ubs_1_7,4ubs_1_8,4ubs_1_9,4ubs_2_11,4ubs_2_12,4ubs_2_3,4ubs_2_4,4ubs_2_5,4ubs_2_6,4ubs_2_7,4ubs_2_8,4ubs_2_9,4ubs_3_10,4ubs_3_3,4ubs_3_4,4ubs_3_5,4ubs_3_6,4ubs_3_7,4ubs_3_8,4ubs_3_9,4ubs_orig,4yt3_orig,4yzr_orig,5dqn_orig,5foi_orig,5hdi_orig,5hiw_orig,5jlc_orig,5l1s_orig,5l92_orig,5o4k_orig,5tz1_orig,5ylw_orig,6a17_1_10,6a17_1_11,6a17_1_12,6a17_1_3,6a17_1_4,6a17_1_5,6a17_1_6,6a17_1_7,6a17_1_8,6a17_1_9,6a17_2_10,6a17_2_3,6a17_2_4,6a17_2_5,6a17_2_6,6a17_2_7,6a17_2_8,6a17_2_9,6a17_3_10,6a17_3_3,6a17_3_4,6a17_3_5,6a17_3_6,6a17_3_7,6a17_3_8,6a17_3_9,6a17_orig,6b11_orig,6cr2_orig,6fyj_orig,6g5o_orig,6gk5_orig,6j95_orig,6l8h_orig,6mcw_orig,6mjm_orig,6u30_orig
0.041494024,0.106452389,0.05361904,0.056938406,0.057442067,0.086279669,0.053624284,0.050860802,0.035475449,0.040170437,0.054323277,0.052072756,0.051683488,0.079610225,0.052103879,0.045916646,0.041143404,0.056854417,0.096986685,0.070813308,0.050359561,0.049666162,0.068284825,0.074375954,0.039091332,0.072411746,0.046214159,0.047828054,0.035247357,0,0.021567815,0.07356518,0.045686813,0.0458418,0.092131056,0.040669318,0.02407612,0.048312203,0.047183732,0.083109008,0.083867976,0.084449928,0.051806348,0.05123101,0.046299803,0.046434833,0.057994202,0.085913613,0.099112566,0.073422845,0.041357919,0.071730539,0.043835151,0.049531683,0.077132513,0.061074569,0.050398836,0.079369376,0.075485681,0.076303187,0.075191136,0.069846455,0.092956838,0.052823122,0.040840184,0.058971835,0.051190547,0.099772472,0.10581774,0.063353671,0.061558299,0.068532125,0.07241558,0.095740043,0.041349688,0.085345014,0.059119862,0.07590537,0.112859045,0.028420603,0.056387323,0.058935314,0.066349593,0.039362433,0.06042496,0.050819594,0.040147598,0.05496581,0.030471664,0.053332702,0.044370746,0.045011548,0.032224828,0.040226665,0.049618544,0.043496024,0.026314135,0.038652073,0.033948368,0.042286853,0.069375446,0.045725769,0.041592021,0.029237697,0.036022454,0.041851085,0.101244165,0.047167563,0.050037047,0.039189963,0.049886964,0.080849257,0.053056905,0.041976665,0.041452845,0.061413255,0.057718619,0.05214917,0.093540487,0.056622776,0.046323839,0.049808849,0.112240815,0.098990968,0.052591408,0.06084283,0.067266331,0.050582418,0.052220903,0.084264681,0.059399316,0.044686496,0.03622415,0.086888296,0.080700127,0.047273491,0.058181222,0.03001288,0.042909727,0.045723697,0.046301258,0.066570131,0.068541016,0.070423307,0.039804778,0.02844435,0.043984642,0.069311823,0.077147585,0.08232609,0.04394157,0.050634815,0.039796561,0.034613414,0.07437702,0.061630615,0.086699858,0.093153233,0.108401953,0.059150766,0.051795679,0.042474712,0.048866558,0.055628441,0.082673855,0.06347929,0.040933973,0.041107333,0.041572036,0.02557774,0.033406326,0.035882163,0.040143716,0.029532538,0.049652462,0.069112111,0.028119456,0.046131814,0.066863207,0.030383035,0.065013199,0.058018749,0.055069609,0.075768526,0.062396208,0.042605494,0.085908791,0.040975154,0.05633427,0.035383529,0.061128872,0.045897291,0.031203262
0.04663172,0.095260307,0.039744195,0.050441236,0.043238496,0.073323884,0.058726423,0.053695029,0.039532596,0.039145612,0.041108655,0.040662076,0.042364866,0.072156303,0.052676982,0.052148686,0.041924445,0.055723111,0.099234503,0.068961203,0.055349493,0.050042369,0.064166293,0.068096347,0.045585121,0.079154316,0.05581828,0.052250376,0.035255651,0.021567815,0,0.072542326,0.042163776,0.037421762,0.081599653,0.046226909,0.031830775,0.050371237,0.031438287,0.070321761,0.084252422,0.076984112,0.058386497,0.037544739,0.045733073,0.048281823,0.067397168,0.084405369,0.087878824,0.09850386,0.032087386,0.060284561,0.049720108,0.041292301,0.083638584,0.066591614,0.055478087,0.081964104,0.081134625,0.086673269,0.084879696,0.078752495,0.09665259,0.064730897,0.036149692,0.059381449,0.056895371,0.110816796,0.112389342,0.066440913,0.064088885,0.054461849,0.064225747,0.099332873,0.048077836,0.087748955,0.060557132,0.069351611,0.102073207,0.03393643,0.0517557,0.04953304,0.057783328,0.040653017,0.054629729,0.052403222,0.044043345,0.056852086,0.02770239,0.04942068,0.044495214,0.046090933,0.035956165,0.038000751,0.053038084,0.048886968,0.02842102,0.039308423,0.034357227,0.036683269,0.065441843,0.044757686,0.042380685,0.031816647,0.03638624,0.049159989,0.095527691,0.05333313,0.05526095,0.035031162,0.053576709,0.072518002,0.054103206,0.037423022,0.048119697,0.047653119,0.062198283,0.043919754,0.089295044,0.059120501,0.063353812,0.05601733,0.106634921,0.094629885,0.051661553,0.058328647,0.062970705,0.047065193,0.043624487,0.078405927,0.057265997,0.045759071,0.039405313,0.085528348,0.067463708,0.046619356,0.052337383,0.029955242,0.045728297,0.044693655,0.04607962,0.054076364,0.057648265,0.068726329,0.038652931,0.029962128,0.034058007,0.062111545,0.068819683,0.071644007,0.048403947,0.060225243,0.042288182,0.036370909,0.078552503,0.068105533,0.093382298,0.102411291,0.118312484,0.060951961,0.057876122,0.045031515,0.051411732,0.061816962,0.083196213,0.066170848,0.047946663,0.050753776,0.043149309,0.027833456,0.036735751,0.034808915,0.03628087,0.041476395,0.048800677,0.062826981,0.031700198,0.042135246,0.06405559,0.03175895,0.07185149,0.067808296,0.055363205,0.072614698,0.064319775,0.045948226,0.074755905,0.04433321,0.056001956,0.028860162,0.060104175,0.037159298,0.038283797
0.046287545,0.145318011,0.089705116,0.079075376,0.112890823,0.124429014,0.12001437,0.068950928,0.121758943,0.05077625,0.109838016,0.063357557,0.063097666,0.029237559,0.042879561,0.055879343,0.038275239,0.03746153,0.064479634,0.066724283,0.095112152,0.091234585,0.1150483,0.128594262,0.093178691,0.11298649,0.084870323,0.074911802,0.048316822,0.07356518,0.072542326,0,0.027698224,0.036740262,0.157681264,0.065586419,0.066414105,0.085069701,0.079031671,0.145960481,0.164173546,0.122938673,0.093915513,0.100203691,0.078665615,0.110226502,0.105821979,0.152783151,0.130398171,0.178227741,0.056298105,0.088559876,0.100302563,0.100005753,0.084135037,0.085817547,0.030648898,0.070227329,0.069579213,0.07043408,0.076706433,0.085577623,0.05534817,0.069488633,0.069140729,0.051768717,0.056032462,0.060445153,0.071482065,0.070439675,0.1129581,0.130772076,0.124399682,0.13970733,0.069117985,0.088957542,0.119254339,0.122460374,0.194141738,0.080636351,0.077964936,0.111805004,0.10079355,0.094768368,0.051857792,0.04790097,0.044582067,0.105650625,0.053813363,0.120547537,0.091632533,0.079506277,0.06585151,0.070112104,0.121977704,0.088240619,0.088920335,0.071969547,0.057402735,0.064815564,0.089255611,0.083522676,0.042626936,0.069858379,0.092067685,0.097405959,0.177197261,0.037875734,0.063613237,0.086419249,0.092744012,0.153648829,0.073068772,0.108025603,0.068611836,0.111620001,0.153717465,0.079828833,0.08916356,0.058290956,0.09714736,0.087827373,0.123270383,0.133508426,0.092583637,0.080700209,0.118819177,0.067675546,0.090602955,0.115212823,0.073408752,0.097712288,0.089402413,0.060586498,0.123623695,0.0478776,0.093001072,0.076580746,0.07964396,0.040591787,0.053569042,0.062498782,0.064849209,0.106109732,0.091106229,0.080089779,0.093727198,0.080110726,0.135160792,0.150048531,0.130155208,0.13845582,0.090640134,0.051003631,0.147893268,0.147144125,0.06667276,0.058210036,0.064172192,0.041670559,0.060356494,0.03613331,0.032467689,0.068757078,0.051132923,0.044127517,0.053177062,0.069427683,0.065916389,0.067749339,0.052190279,0.062252485,0.045170555,0.067848971,0.092710765,0.03155691,0.052382249,0.051432104,0.032059345,0.052362787,0.058197382,0.049731649,0.056300073,0.109401502,0.131963034,0.090192356,0.138956027,0.070513223,0.117089495,0.07608095,0.029511534,0.101043113,0.068337182
0.032587437,0.115527497,0.065588292,0.055536224,0.077382429,0.097547204,0.080840876,0.056375562,0.076768318,0.028241047,0.081874772,0.04613337,0.036848573,0.030389838,0.033087155,0.045934652,0.028821853,0.027282161,0.056333513,0.044363127,0.062847385,0.055138682,0.081906568,0.087200269,0.056314586,0.083300772,0.053613247,0.048041811,0.032363096,0.045686813,0.042163776,0.027698224,0,0.023401986,0.124929113,0.043112628,0.045057991,0.064510983,0.047722681,0.10954279,0.127677365,0.08960093,0.067696382,0.066471329,0.04979068,0.081713862,0.078243491,0.119762411,0.115200928,0.140636824,0.028534344,0.074296461,0.065514621,0.068804542,0.066975958,0.061929921,0.027210194,0.057541475,0.051966939,0.059660485,0.064795374,0.067213273,0.049800098,0.046429732,0.042444597,0.026994176,0.036728941,0.055125539,0.061707433,0.054819229,0.08698857,0.094295869,0.095472769,0.121608307,0.048102159,0.070604729,0.091865198,0.096630027,0.154570799,0.052025945,0.062436046,0.08391754,0.067522957,0.056022668,0.041376692,0.03687391,0.035330009,0.078297791,0.034400498,0.083520875,0.058757759,0.051680816,0.046414479,0.049367575,0.088527021,0.064424305,0.055528433,0.046537331,0.031010392,0.03826138,0.066626984,0.052049028,0.034936102,0.042797109,0.072112739,0.071621861,0.139565354,0.03898505,0.041691037,0.057622834,0.059817961,0.120306195,0.044951926,0.072573364,0.044034967,0.07898148,0.114710567,0.053187985,0.081172137,0.043011201,0.071933596,0.062552006,0.108254049,0.107710589,0.062738089,0.055380645,0.087149071,0.045322436,0.06632737,0.085361409,0.049378893,0.064916169,0.067986623,0.055685714,0.095443286,0.03629224,0.066840804,0.044562329,0.055352839,0.028561416,0.037403388,0.053985962,0.051151103,0.080670185,0.066125214,0.051157731,0.060707569,0.058400864,0.102244825,0.113107293,0.094432786,0.102599598,0.056234058,0.030429652,0.113906909,0.110932783,0.056685562,0.05477265,0.069296065,0.028468169,0.03718533,0.022388029,0.025450132,0.048071214,0.042176351,0.03466804,0.028632452,0.045682701,0.039145968,0.040532811,0.03054141,0.031581051,0.026395175,0.042269549,0.075245044,0.035192173,0.027946579,0.036862305,0.034319024,0.033363456,0.048360442,0.045053493,0.038431058,0.084319748,0.100074792,0.058051967,0.107468988,0.040541023,0.086190516,0.046465632,0.033022422,0.069579489,0.03697302
0.035909346,0.106651928,0.051953211,0.041495863,0.059617928,0.081221805,0.080386871,0.041864921,0.073608911,0.032388391,0.067796603,0.033561728,0.041610475,0.042508113,0.037751807,0.03374861,0.035240446,0.037287111,0.077611913,0.059212611,0.064797949,0.060742542,0.093670974,0.093945941,0.060087093,0.089372105,0.065046513,0.054751016,0.0194364,0.0458418,0.037421762,0.036740262,0.023401986,0,0.105513687,0.040963982,0.041083344,0.063067919,0.045607067,0.088786256,0.109048342,0.082847249,0.05602345,0.053348638,0.045994163,0.065143491,0.071642633,0.101059219,0.092186023,0.124271039,0.032385591,0.053871016,0.061025187,0.059429468,0.0710625,0.061004418,0.038648609,0.065985003,0.069856265,0.064857278,0.068143521,0.067634899,0.071530166,0.061959207,0.043009065,0.045006477,0.050459584,0.078442084,0.086614453,0.067466462,0.073419069,0.077720925,0.084508819,0.101830344,0.045606036,0.07374027,0.080746204,0.084342819,0.130345285,0.048427659,0.045737456,0.066084686,0.069248415,0.059454042,0.03540313,0.037691765,0.026886455,0.070075207,0.025698302,0.065788094,0.043197175,0.047705093,0.037182836,0.037854517,0.076098467,0.061092458,0.045887873,0.036114711,0.02381699,0.029324303,0.060442294,0.044092366,0.028380625,0.034462394,0.053654358,0.057826719,0.123618938,0.033943069,0.052763026,0.042838219,0.050193763,0.101927546,0.058869807,0.055631285,0.049637978,0.066921098,0.097082502,0.049760146,0.079657101,0.055933708,0.06751964,0.064176919,0.097713683,0.097266245,0.060927085,0.062520384,0.089866725,0.049921076,0.06100952,0.094240115,0.061721375,0.073038996,0.07168879,0.05458031,0.083638429,0.034004022,0.062608428,0.041602739,0.05367429,0.035542754,0.035920646,0.044149436,0.044056331,0.063268162,0.041681226,0.040561103,0.056978769,0.045292384,0.089055146,0.093224638,0.075739379,0.086555834,0.049261921,0.037770504,0.09252016,0.092614739,0.070878989,0.068772566,0.080989681,0.043528973,0.048434687,0.026516188,0.030778227,0.0625522,0.054336708,0.047675768,0.044191719,0.047800537,0.045785002,0.038903284,0.039091783,0.041699915,0.036204395,0.050151778,0.05898449,0.045168319,0.027401808,0.032899037,0.046904567,0.030818961,0.053555559,0.046350199,0.035974139,0.065940753,0.076285611,0.059504206,0.086422679,0.040935406,0.073049667,0.038496735,0.033028334,0.056259965,0.042475462
0.116093361,0.066009193,0.044333102,0.08921294,0.034947609,0.024640434,0.075834057,0.080869972,0.098270932,0.113065429,0.04096608,0.106939528,0.150909441,0.174532847,0.11656428,0.08303856,0.1356823,0.147389106,0.209297559,0.148667144,0.098516756,0.090943414,0.096322192,0.079181803,0.083787279,0.104862464,0.102554819,0.093331418,0.077580199,0.092131056,0.081599653,0.157681264,0.124929113,0.105513687,0,0.099328742,0.096137475,0.070883948,0.065648218,0.015357708,0.038673538,0.070557937,0.085206335,0.041132588,0.100886966,0.059514274,0.081980966,0.05040392,0.032663146,0.101419362,0.106335837,0.063024879,0.085041265,0.037875918,0.115900718,0.071401351,0.118936506,0.13565901,0.1404019,0.120380224,0.111476462,0.10337714,0.18443399,0.109955274,0.100808603,0.133272962,0.141842075,0.19180199,0.214546679,0.146714478,0.062133555,0.047871862,0.045871586,0.070285903,0.08652239,0.128965207,0.06771423,0.064093045,0.030390671,0.096670599,0.103468967,0.037809939,0.100826641,0.077804853,0.125308312,0.126128873,0.095665876,0.058604771,0.081202005,0.045766975,0.08846183,0.070202697,0.085829414,0.08772459,0.060201439,0.07546342,0.075269629,0.082119988,0.090718059,0.073229843,0.078598578,0.072715262,0.100015177,0.083207917,0.061527166,0.094160027,0.066702587,0.117296948,0.117128932,0.067666548,0.086439239,0.01655299,0.116017614,0.043222786,0.10127358,0.03865979,0.054892819,0.068681776,0.073187983,0.108344547,0.078044689,0.079817869,0.057768816,0.054493666,0.059545046,0.09851979,0.100029458,0.09345353,0.079594756,0.113272076,0.112097437,0.096610533,0.103634297,0.119740951,0.064276828,0.101827717,0.086409836,0.081451124,0.069969356,0.126868387,0.095896966,0.093772676,0.072501669,0.077871765,0.045410947,0.069586999,0.055342512,0.100939139,0.034530782,0.019415038,0.066017357,0.076988134,0.089570388,0.118422737,0.063541418,0.04397945,0.164417082,0.172631135,0.194092346,0.140719819,0.116075943,0.116950688,0.139002429,0.146442151,0.153947994,0.155620628,0.134839118,0.094684196,0.103919737,0.100745365,0.104221709,0.1145954,0.123483959,0.097525879,0.056668931,0.1648833,0.110190218,0.099606135,0.159776521,0.10592387,0.10796926,0.121454834,0.145020388,0.078134999,0.055652038,0.088180051,0.01815667,0.101596545,0.04571695,0.063093242,0.133515216,0.043566759,0.101107869
0.023257669,0.072646807,0.041845137,0.030861732,0.054052434,0.086257429,0.054256825,0.032117022,0.043953284,0.024026769,0.063678331,0.045633125,0.063517726,0.066760466,0.028849523,0.035732028,0.054960274,0.052601645,0.086255982,0.059340432,0.04235261,0.040023663,0.074754536,0.083594379,0.049289122,0.065700668,0.040290144,0.044953701,0.026437709,0.040669318,0.046226909,0.065586419,0.043112628,0.040963982,0.099328742,0,0.023388343,0.026143436,0.046644954,0.090662523,0.076606536,0.055968861,0.027809695,0.044493386,0.025451832,0.040945896,0.026622495,0.066217725,0.092745649,0.074537303,0.047045193,0.04973043,0.018944215,0.04882924,0.040226574,0.039138275,0.034989965,0.040597828,0.052558589,0.046925161,0.034860583,0.041117385,0.07286542,0.047702321,0.053529904,0.04342498,0.040534706,0.087071785,0.101013705,0.047477993,0.048835976,0.065876969,0.060953332,0.066776091,0.022553016,0.043577815,0.046172807,0.060774592,0.120234068,0.017012653,0.043362452,0.058995925,0.043193031,0.01987463,0.032250791,0.034766669,0.025785796,0.044867683,0.028894119,0.057044193,0.05193032,0.024756109,0.037759091,0.03702543,0.053715344,0.032763202,0.03315876,0.043947823,0.031873558,0.036399818,0.046797361,0.022814029,0.026657028,0.031995373,0.060807197,0.043427103,0.092954669,0.030715816,0.034032951,0.022833349,0.026117556,0.087127368,0.033605492,0.049715279,0.027373877,0.057552651,0.06703742,0.034510225,0.079231389,0.04146933,0.037995324,0.055210659,0.090957939,0.09114158,0.066994146,0.071738504,0.100776096,0.072592933,0.073164585,0.107097423,0.074329517,0.073291157,0.062446133,0.07474797,0.099011753,0.05949667,0.073853087,0.046500821,0.038476619,0.060717819,0.035323288,0.074798369,0.066611988,0.039039669,0.047015393,0.020067774,0.046461224,0.028898686,0.075216708,0.087990883,0.059163476,0.056889243,0.02233426,0.021359287,0.064137172,0.063847626,0.057269197,0.057144942,0.076176784,0.028803271,0.027497734,0.028806454,0.043771428,0.039839045,0.054348838,0.041761046,0.035032634,0.019002576,0.018943449,0.029596418,0.027979497,0.029392432,0.033800325,0.018186268,0.033841226,0.063703138,0.030283155,0.031649667,0.047859378,0.029128278,0.03832724,0.033888497,0.049630862,0.038048933,0.057815705,0.019449959,0.086875892,0.015456634,0.040720823,0.032878661,0.053143105,0.042055129,0.011784455
0.02928251,0.091245725,0.040570495,0.032891665,0.047660749,0.086542704,0.052105894,0.033054928,0.035299331,0.02452342,0.050807361,0.034499182,0.053312747,0.073058104,0.033939273,0.031034081,0.043795174,0.049294434,0.101891556,0.076370316,0.045131523,0.051260749,0.068731978,0.073175873,0.040222197,0.072993152,0.047416804,0.049121483,0.026207942,0.02407612,0.031830775,0.066414105,0.045057991,0.041083344,0.096137475,0.023388343,0,0.03240281,0.039764935,0.088281274,0.074557279,0.072955965,0.032446814,0.043054524,0.024987595,0.029684394,0.039938679,0.075882747,0.091871727,0.061482435,0.04219806,0.048499609,0.026866357,0.047868474,0.069437491,0.051466514,0.039269172,0.063461989,0.071820356,0.069268143,0.053957779,0.050695091,0.088005832,0.053818156,0.040408247,0.056699272,0.05208901,0.099575767,0.109349872,0.057527855,0.050326575,0.063860105,0.064651089,0.08028492,0.032367117,0.067845047,0.046416323,0.061211969,0.109481107,0.011876636,0.034451921,0.048079245,0.058349049,0.030221521,0.039357938,0.035905629,0.020618059,0.042227674,0.024465099,0.046838236,0.036282132,0.033781114,0.02602131,0.029288724,0.041513219,0.034382561,0.021773289,0.027906796,0.029325208,0.041405866,0.062740844,0.031645814,0.023523832,0.026041207,0.037724379,0.026485824,0.088678191,0.028108435,0.040295452,0.023505461,0.028666164,0.084447785,0.048077118,0.038109447,0.028405015,0.050993134,0.054017368,0.036803179,0.093300378,0.051425734,0.033463705,0.043361505,0.107144899,0.094817549,0.056813115,0.060836834,0.070970492,0.054190114,0.056327683,0.089972232,0.068676028,0.055205885,0.04030379,0.07286841,0.082683117,0.040359286,0.061961552,0.034702513,0.038722179,0.046556078,0.034139638,0.06373469,0.062220512,0.047298172,0.03816157,0.017004304,0.038106258,0.039525024,0.07138956,0.078312222,0.037875722,0.04129514,0.01983136,0.024003209,0.055024893,0.052698984,0.081430032,0.082981214,0.101857308,0.042590552,0.044859361,0.03434015,0.043422071,0.05162344,0.071616716,0.056400126,0.043374306,0.02262003,0.031459714,0.016611654,0.028522191,0.029318551,0.030459594,0.021192029,0.034872143,0.061517346,0.021223481,0.025548082,0.055249953,0.023479052,0.052628942,0.04011431,0.044343907,0.046802889,0.045667517,0.027967794,0.085316083,0.023981011,0.040994799,0.028659268,0.054292579,0.037948024,0.018291319
0.046966887,0.061585523,0.029815758,0.045328505,0.042104,0.063621159,0.048263016,0.038081363,0.054205518,0.042394422,0.046246244,0.069576446,0.100330332,0.099462759,0.046415894,0.041020155,0.077711265,0.081132709,0.12039849,0.079043783,0.053211775,0.047753185,0.055007466,0.066862206,0.04746986,0.060340076,0.046256964,0.04628448,0.035083228,0.048312203,0.050371237,0.085069701,0.064510983,0.063067919,0.070883948,0.026143436,0.03240281,0,0.036932872,0.066788755,0.057880482,0.052976489,0.041758772,0.033801733,0.043347893,0.03120962,0.029444524,0.04629501,0.07176183,0.069710268,0.059636736,0.047247291,0.029758843,0.032658272,0.051028173,0.038443468,0.044056095,0.061796395,0.068222865,0.050396763,0.043913405,0.0445521,0.095927916,0.054172033,0.060045249,0.058824114,0.06351774,0.102531142,0.124349834,0.071737141,0.045303156,0.05533323,0.044686817,0.056469575,0.035761167,0.063428699,0.038759643,0.054018616,0.094147902,0.030954982,0.06187769,0.043391552,0.051570281,0.023306041,0.056677379,0.057042167,0.037939386,0.033978707,0.036219954,0.045044925,0.066177379,0.025114735,0.045620806,0.047998264,0.04229253,0.033423965,0.037946483,0.05442725,0.048241458,0.039758259,0.045792196,0.030347171,0.042824437,0.044394776,0.054348855,0.05664508,0.078926553,0.051361834,0.045842109,0.027158999,0.040344429,0.059883473,0.040345625,0.03975405,0.037340266,0.037756595,0.058447919,0.027713356,0.061996474,0.038216661,0.029325856,0.041458503,0.069089007,0.072196584,0.060372375,0.071157055,0.08576537,0.074183021,0.066896462,0.09762432,0.074416137,0.062918831,0.058745767,0.079089509,0.081121186,0.060074841,0.064400739,0.048274369,0.031577235,0.069409818,0.037163352,0.07074802,0.054160216,0.046596829,0.040698629,0.026034952,0.033653601,0.04959706,0.048825844,0.064707409,0.051548308,0.058558593,0.038663352,0.044320447,0.058275131,0.041678679,0.079290658,0.080755952,0.102579683,0.051240686,0.044107272,0.053084517,0.063907425,0.063496888,0.075820162,0.069223238,0.053390577,0.029976036,0.031103054,0.048094297,0.041784626,0.048998422,0.056315658,0.030090902,0.022128967,0.086901936,0.054409581,0.032933047,0.074295587,0.048935948,0.047733813,0.046546779,0.082916175,0.044131353,0.045423911,0.023474619,0.066416242,0.034709725,0.02519715,0.030541063,0.071618546,0.028430693,0.032517955
0.053194308,0.078797064,0.031495094,0.054176245,0.032739326,0.050302842,0.049291971,0.056719402,0.052710179,0.041335055,0.037573143,0.058441562,0.067972546,0.087422941,0.056473974,0.054124481,0.06987265,0.065174264,0.105165853,0.073318222,0.060573514,0.053284203,0.055707001,0.051675316,0.039872113,0.070149851,0.054616746,0.050007451,0.037240012,0.047183732,0.031438287,0.079031671,0.047722681,0.045607067,0.065648218,0.046644954,0.039764935,0.036932872,0,0.056397861,0.07499093,0.066015796,0.060565556,0.025012256,0.049956062,0.048584587,0.058061735,0.070527444,0.06600489,0.101350384,0.025415155,0.056333709,0.052635558,0.020754967,0.075169687,0.064147741,0.053422374,0.071856792,0.072992872,0.071165525,0.069057288,0.065387561,0.093955249,0.055765641,0.04511524,0.050899234,0.063189347,0.101813462,0.112226358,0.072973375,0.067923425,0.054814046,0.05283986,0.087424367,0.050848881,0.077106522,0.063560093,0.06898425,0.095034551,0.043139993,0.070405227,0.039444715,0.051330312,0.035353125,0.049885726,0.04687631,0.043286218,0.047930896,0.032591209,0.044477048,0.056757341,0.039234324,0.050484011,0.049206198,0.05427121,0.048867455,0.043737717,0.044734379,0.044038954,0.03953702,0.060709034,0.047231092,0.049880033,0.048723379,0.043731462,0.069528957,0.085812605,0.060118215,0.050485261,0.040387962,0.054718897,0.056935807,0.047236996,0.034166015,0.038391506,0.024698423,0.069919095,0.018916563,0.074360382,0.054294784,0.055435427,0.043132056,0.083369115,0.073658239,0.044961482,0.04666252,0.059390295,0.048319739,0.053863448,0.069426831,0.056693689,0.046559463,0.054753804,0.07445791,0.060090811,0.044671455,0.049704906,0.035868877,0.04145224,0.048343416,0.03572494,0.049548595,0.038902641,0.065927201,0.034448832,0.034613167,0.011468588,0.057363764,0.035604881,0.049387137,0.059498711,0.073781799,0.048569776,0.043976024,0.078036345,0.059592603,0.084877697,0.08492003,0.104479982,0.053396438,0.052622628,0.054150884,0.060148736,0.064336406,0.070982141,0.065042102,0.054021614,0.046955228,0.036742021,0.046268369,0.041776091,0.047712258,0.050987296,0.052658079,0.042755231,0.078555939,0.047879254,0.03219165,0.073580083,0.047105284,0.062316875,0.058277812,0.061654562,0.065703344,0.061646033,0.041824663,0.060032234,0.040254528,0.044997897,0.022089528,0.059026793,0.027433633,0.038632996
